volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
0.946,0.03,2.04,0.0834762572081548,11.1,0.99812,3.37,0.52,9.634814273445915,5
0.359,0.0,1.91,0.06943852008406468,29.2,0.99307,3.37,0.55,13.086459245400754,6
0.44,0.35,1.32,0.08035092783600765,9.2,0.99646,3.42,0.53,9.980357199783437,6
0.389,0.26,2.05,0.07252619255903762,7.3,0.99581,3.12,0.58,9.361051245582535,6
0.499,0.3,2.16,0.08857552124689458,4.6,1.00028,3.11,0.64,9.451063709562254,5
0.575,0.11,1.85,0.07592760043866047,4.0,0.99759,3.26,0.58,9.879270467498202,6
0.492,0.09,2.42,0.0603778283893691,5.2,0.99635,3.37,0.51,9.159815993888309,5
0.476,0.01,2.43,0.07417250414269153,20.1,0.99785,3.53,0.79,9.971990271739184,6
0.351,0.35,2.0,0.08304464366175887,5.9,0.99531,3.26,0.75,11.750993855837258,6
0.474,0.23,2.04,0.07555584433522221,6.6,0.99813,3.15,0.53,9.19525452480877,5
0.534,0.04,2.17,0.08175752365872789,12.2,0.99675,3.41,0.63,10.455143562985263,5
0.509,0.04,1.49,0.07752231063624082,7.9,0.99227,3.47,0.49,11.978279718094617,6
0.414,0.02,2.0,0.07003737365864723,7.6,0.99642,3.48,0.52,11.399293372567374,6
0.437,0.0,2.09,0.04891783039957798,4.7,0.99507,3.3,0.53,11.88984608326692,6
0.559,0.13,1.96,0.08652974729607553,7.1,0.99658,3.22,0.55,9.289234060980645,5
0.603,0.03,2.03,0.06347329133765146,15.6,0.99555,3.34,0.44,11.479236010619854,6
0.571,0.16,2.0,0.0775909278141056,14.6,0.99722,3.34,0.61,11.398138702622605,6
0.636,0.24,2.05,0.07921292534518744,6.0,0.99796,3.38,0.63,9.271250727033854,6
0.646,0.09,2.11,0.07902763106994189,8.2,0.99727,3.44,0.55,10.446798923213567,5
0.392,0.11,2.4,0.07659225216059384,4.0,0.99467,3.42,0.49,11.947600629411307,6
0.657,0.23,2.0,0.08371999973148361,8.0,0.99577,3.11,0.51,9.308743943872468,5
0.574,0.04,2.22,0.07918620123185362,15.0,0.99612,3.58,0.44,11.53260830334008,6
0.635,0.29,1.88,0.07909679096315515,8.5,0.99763,3.19,0.55,9.284179604545637,5
0.448,0.19,2.31,0.08259507482593267,25.0,0.99573,3.28,0.49,9.43223927078455,5
0.485,0.28,2.11,0.10231902377642596,7.5,0.99726,3.2,0.58,9.067300455574294,5
0.596,0.07,1.75,0.06857809195229339,15.8,0.9982,3.33,0.56,9.64131063984231,6
0.304,0.54,1.9,0.09157666798926077,3.3,0.99761,3.11,1.2,12.23620998073803,7
0.407,0.14,2.06,0.08150339525858308,25.8,0.99662,3.28,0.65,9.594391589373915,5
0.773,0.21,2.08,0.07879673565034577,9.1,0.9957,3.05,0.57,9.276440037904866,5
0.579,0.0,2.1,0.06683465723571301,28.2,0.99375,3.16,0.58,10.87862444938759,6
0.323,0.3,1.86,0.08418150356982848,31.5,0.99748,3.19,0.58,9.658160632125723,6
0.37,0.26,2.02,0.07924426868735454,13.0,0.99704,3.25,0.66,9.41391185962036,6
0.603,0.03,1.95,0.07146105790350274,8.1,0.99525,3.34,0.52,10.013235970246894,6
0.625,0.34,1.81,0.0725875511909266,14.3,0.9966,3.41,0.6,12.10068049506136,6
0.631,0.06,2.4,0.07301744852148453,19.0,0.99681,3.27,0.56,9.439274626084673,5
0.261,0.58,2.14,0.09226768380853269,7.5,0.99881,3.05,0.58,9.292530112827016,6
0.535,0.12,2.45,0.07518136932341046,9.6,0.99721,3.35,0.53,11.092560061986529,6
0.372,0.34,1.89,0.06669033321050917,6.4,0.99595,3.12,0.59,11.097859360577203,6
0.569,0.29,2.3,0.10418335625777507,6.0,0.99657,3.22,0.73,11.00805128063888,6
0.979,0.19,1.89,0.07035633582892847,16.1,0.99803,3.37,0.53,9.743134567798903,5
0.386,0.22,1.85,0.079975997959457,7.7,0.99805,3.14,0.49,9.580983337566709,5
0.906,0.08,1.7,0.09529353227398966,3.7,0.99913,3.29,0.56,9.977195835015825,5
0.369,0.51,2.1,0.1056189032742596,11.7,0.99594,3.41,0.74,12.208464182442446,6
0.55,0.0,1.75,0.07171773653947733,6.0,0.99384,3.39,0.58,12.054761958333803,6
0.4,0.52,2.09,0.11245208395804412,6.0,0.99716,3.16,0.61,9.4935194885026,5
0.314,0.01,2.4,0.07511361917290654,15.0,0.99709,3.46,0.54,10.210967659933539,6
0.423,0.18,2.27,0.06976509564520735,30.9,0.9987,3.12,0.49,9.468217523644551,5
0.864,0.04,1.72,0.07005685266787412,4.9,0.99647,3.29,0.49,9.314989732626284,5
0.272,0.38,2.23,0.06096423244346208,19.2,0.99536,3.39,0.79,11.371090183331464,6
0.544,0.03,1.96,0.07870154189860197,9.5,0.99533,3.32,0.87,9.551033510342245,6
0.343,0.02,1.34,0.06983495580210372,12.9,0.99155,3.56,0.73,12.437399445205969,7
0.761,0.0,2.23,0.06997989469289854,4.2,0.99661,3.36,0.53,9.393287363617636,5
0.39,0.37,1.51,0.05939724366954547,4.6,0.99626,3.35,0.65,10.313155570414287,6
0.374,0.18,2.33,0.04788196233343972,16.3,0.9938,3.6,0.76,11.70168901399893,6
0.482,0.57,2.34,0.09507365277096673,6.4,0.99922,3.01,0.53,9.33184983139542,5
0.31,0.18,2.19,0.08258223192755094,20.8,0.9968,3.35,0.54,11.125084277557386,5
0.455,0.25,1.71,0.06605485289359518,3.3,0.99729,3.35,0.53,9.260961604034446,5
0.343,0.07,2.02,0.05784589105820655,6.7,0.99649,3.35,0.65,11.75308649247927,6
0.24,0.25,1.98,0.07491521509376155,7.4,0.99511,3.2,0.51,10.096404223392748,6
0.345,0.3,2.3,0.08615172280232124,15.6,0.99794,3.29,0.51,11.248686035089959,5
0.655,0.13,1.75,0.0655338382698192,7.3,0.99523,3.22,0.49,9.157862967777,5
0.414,0.42,2.84,0.07051777264852732,27.4,0.99732,3.29,0.58,9.710548747491055,6
0.405,0.16,2.1,0.0664110638859181,4.9,0.99604,3.25,0.54,12.113331266053834,6
0.281,0.4,2.0,0.06824080875317838,5.9,0.99632,3.2,0.59,9.483800247148588,6
0.59,0.04,1.9,0.07378658655107696,14.2,0.99761,3.17,0.52,9.472870698360635,5
0.915,0.0,2.47,0.08164923024902025,7.3,0.99768,3.27,0.52,9.369313169270427,5
0.39,0.25,2.02,0.08715384317875192,5.9,0.99696,3.21,0.55,9.671590341230454,5
0.387,0.29,2.38,0.09605986399940325,9.3,0.99715,3.19,0.59,9.451257719774924,5
0.497,0.52,2.74,0.08620512051764011,15.5,0.99814,3.26,0.65,9.421609209988334,5
0.592,0.19,2.27,0.08677222807560629,30.2,0.99729,3.29,0.49,9.629734542210116,5
0.594,0.3,2.02,0.08313378985066078,5.7,0.99818,3.23,0.48,9.955569287781891,5
1.039,0.0,1.77,0.06593876980699646,9.6,0.99696,3.49,0.48,9.507242905026734,5
0.599,0.07,1.42,0.06941202377623351,13.5,0.99344,3.41,0.57,11.507290974308189,6
0.331,0.0,2.0,0.07287346786523577,6.7,0.99571,3.31,0.54,11.279918582850083,5
0.34,0.23,2.29,0.08897032123235044,4.1,0.99856,3.38,0.62,9.517234188638453,5
0.31,0.53,2.41,0.08075481052185557,5.6,0.99825,3.15,0.53,9.099828311388723,5
0.727,0.29,2.15,0.06406894243757352,6.7,0.99622,3.27,0.52,9.734510232858229,5
0.324,0.07,1.85,0.054875217048720955,4.1,0.99495,3.33,0.7,11.959793018366828,7
0.544,0.02,1.71,0.0953150517182834,10.8,0.99657,3.34,0.5,11.536599336740805,6
0.263,0.58,1.72,0.07266822042647642,6.8,0.99732,3.09,0.5,9.698393608052156,5
0.386,0.48,2.52,0.07782507455221715,7.7,0.99647,3.41,0.53,11.447078601389343,6
0.834,0.04,1.81,0.07033786334279347,8.9,0.99438,3.34,0.57,11.04597409578384,5
0.428,0.21,2.05,0.07860521105222194,5.8,0.99747,3.25,0.46,9.245013465524906,5
0.974,0.05,2.35,0.07948183743945857,7.0,0.99713,3.34,0.57,10.820231086369535,5
0.472,0.63,2.38,0.09162432723068017,6.4,0.99735,3.04,0.54,9.693345289454447,5
0.635,0.05,1.95,0.07849871372449782,28.5,0.99661,3.16,0.66,9.644507902209487,5
0.851,0.05,1.62,0.06332687662001339,5.4,0.99395,3.25,0.56,10.708567444730951,5
0.325,0.22,1.88,0.08114895978259079,7.6,0.99732,3.35,0.57,10.096349106103311,6
0.678,0.18,1.75,0.07265330463404304,17.1,0.99699,3.16,0.62,9.385468050605269,5
0.66,0.09,2.11,0.07656986304658367,13.1,0.99397,3.38,0.57,12.251355400351981,5
0.578,0.04,2.07,0.07436024883092256,17.9,0.99605,3.65,0.55,9.47686005870964,6
0.346,0.04,1.68,0.07223031109400753,12.9,0.99471,3.21,0.53,11.288968274734831,6
0.328,0.24,1.99,0.0859962513469684,7.3,0.99782,3.18,0.52,9.249572702385441,5
0.573,0.06,2.25,0.06264710337616805,8.7,0.9954,3.29,0.61,11.66643518934549,6
0.504,0.25,1.79,0.066852137268197,5.8,0.99669,3.09,0.51,9.270092358649515,5
0.324,0.0,2.38,0.07167136108938421,3.3,0.9973,3.25,0.64,12.077611160237009,6
0.208,0.16,2.03,0.06768900072296231,5.4,0.99695,3.42,0.63,11.901331836905518,6
0.4,0.05,2.08,0.04758302356549748,7.0,0.99513,3.56,0.5,13.244746906897694,6
0.84,0.0,2.13,0.07920889646694135,12.2,0.99844,3.74,0.64,9.640668552617013,5
0.377,0.33,2.27,0.09058805162269623,16.1,0.99821,3.3,0.52,10.940726582646434,6
0.331,0.52,1.8,0.07592517646139052,8.2,0.99886,3.22,0.66,8.831550739682987,5
0.612,0.04,1.57,0.08149121296955149,4.9,0.99645,3.26,0.56,9.427717429259133,5
0.559,0.05,1.71,0.07563751286710255,8.7,0.99515,3.45,0.56,10.00768790435692,5
0.447,0.52,1.91,0.08323520854237847,6.1,0.99618,3.36,0.55,10.894118313804524,6
0.715,0.26,2.09,0.08607529533891133,16.7,0.99721,3.21,0.6,9.112346054050507,5
0.534,0.26,1.83,0.08235463152854175,12.0,0.99661,3.33,0.62,9.749968528036527,6
0.441,0.66,2.47,0.08595134400973002,9.9,0.99893,3.18,0.5,9.525686390601166,5
0.403,0.53,1.91,0.06700215977052876,33.6,0.99899,3.19,0.55,9.512850659773873,6
0.27,0.49,2.35,0.07548406660317507,5.1,0.9985,3.15,0.63,9.283033858590167,5
0.781,0.01,1.81,0.07094448424132085,4.6,0.99488,3.34,0.42,10.777013926054446,5
0.636,0.18,2.35,0.0955932585347808,21.1,0.99701,3.15,0.4,8.948768540342735,5
0.345,0.35,1.77,0.07796131133452257,8.0,0.9979,3.14,0.55,9.620944764355047,5
0.417,0.42,2.2,0.08022514435351571,16.3,0.99585,3.35,0.59,9.888557358571646,6
0.298,0.24,1.86,0.058139599349502157,4.8,0.99417,3.22,0.56,9.871781304681832,6
0.385,0.31,1.7,0.0813615561637127,10.4,0.99828,3.21,0.6,9.34399462449296,5
0.35,0.68,2.08,0.0636970443961637,5.5,0.99496,3.2,0.75,12.437879758416615,7
0.842,0.01,1.96,0.07561009597084417,15.4,0.99663,3.36,0.54,9.466352563353826,5
0.389,0.04,2.32,0.0697398812755011,7.9,0.99658,3.43,0.82,11.723480374012341,6
0.26,0.41,1.94,0.0671828796961623,6.6,0.99645,3.16,0.74,10.973219785414642,6
0.404,0.34,2.16,0.08791124224973328,6.6,0.99725,3.18,0.57,11.457769888609194,6
0.728,0.07,2.07,0.07771168399850897,9.7,0.996,3.41,0.6,9.98581245916225,5
0.231,0.51,2.27,0.06387415798870384,7.8,0.99735,3.24,0.81,9.305216497039323,6
0.373,0.46,2.06,0.08163389886139927,25.6,0.99729,3.22,0.58,9.211811091951416,5
0.265,0.28,2.12,0.08404996498458389,8.7,0.99784,3.34,0.6,9.466769694815337,6
0.661,0.11,1.8,0.08314301100665554,7.4,0.99649,3.17,0.57,9.061576610666165,5
0.709,0.28,2.17,0.10768266220480635,6.3,0.99893,3.15,0.76,9.379674457474351,5
0.495,0.07,2.09,0.08928344512023273,22.5,0.99694,3.17,0.56,9.226228957196914,5
0.278,0.42,1.76,0.07455924464039401,6.4,0.99643,3.21,0.61,9.72426363122704,6
0.596,0.22,2.18,0.08771893943778299,30.8,0.99588,3.1,0.58,9.641560808426304,5
0.432,0.23,2.47,0.10811580268271526,27.1,0.99942,3.09,0.58,9.309810291514278,5
0.411,0.46,1.88,0.07211916089631555,6.6,0.99789,3.27,0.73,11.678335376583656,6
0.574,0.07,2.46,0.09035126539791265,12.7,0.99793,3.34,0.56,11.983091713673746,6
0.58,0.22,1.66,0.07537503107127426,6.3,0.99865,3.15,0.55,10.676779448389045,5
0.431,0.18,1.75,0.0832693409958511,7.1,0.99879,3.18,0.63,9.402344761070585,5
0.366,0.03,1.27,0.0661022084992918,13.6,0.99276,3.42,0.58,12.238698472464053,6
0.259,0.61,2.58,0.06710602371566363,3.4,0.99617,2.98,0.61,11.339397348675512,6
0.546,0.06,1.98,0.08820250731168314,19.5,0.99426,3.4,0.53,9.86217049193746,6
0.321,0.33,2.37,0.07934986944175287,9.6,0.99754,3.29,0.54,9.692191510661484,5
0.643,0.15,2.01,0.07403105025993548,11.3,0.99688,3.37,0.54,9.656118783380562,6
0.512,0.32,1.77,0.07984688961954887,15.4,0.99629,3.29,0.67,9.15455705025788,5
0.7,0.13,1.65,0.06004186218858254,6.0,0.99738,3.31,0.52,9.109314429360673,5
0.545,0.06,1.95,0.06145753457735016,24.0,0.99623,3.23,0.59,9.83152745971246,6
0.672,0.14,1.75,0.09620597922557662,7.1,0.99586,3.15,0.52,9.568075196991643,5
0.476,0.0,1.83,0.07526873465172843,9.6,0.99541,3.4,0.58,9.531952268729675,6
0.391,0.48,1.97,0.0887696672074361,7.3,0.99799,3.15,0.59,11.1597011332549,6
0.45,0.09,1.84,0.06655255360566903,3.8,0.99714,3.33,0.53,11.398733647332005,6
0.373,0.29,1.87,0.07234860772365577,33.9,0.99883,3.07,0.62,9.283420402627755,5
0.927,0.0,1.61,0.06865492340295237,7.9,0.9953,3.66,0.47,12.843139885558609,5
0.561,0.27,2.03,0.07123788491352033,12.6,0.99879,3.35,0.6,12.03919404239115,6
0.433,0.06,2.4,0.09036349705124012,23.1,0.99825,3.1,0.6,9.464590343749517,5
0.39,0.08,1.4,0.07317746714046919,6.6,0.99656,3.32,0.6,10.838693681130176,5
0.467,0.29,1.41,0.06582255729463161,12.8,0.99477,3.34,0.78,11.948495227617103,6
0.665,0.34,1.9,0.08506391553922081,11.8,0.99728,3.35,0.63,9.371626014731044,6
0.597,0.21,2.5,0.0831096956959061,15.9,0.99886,3.1,0.58,9.160238093569946,5
0.622,0.04,2.17,0.07751653643601636,6.0,0.99654,3.27,0.51,9.584873282459618,5
0.712,0.01,2.34,0.08413094179304563,7.5,0.99838,3.25,0.57,11.329093987626983,5
0.261,0.39,1.95,0.07587880353146392,5.9,0.99666,3.18,0.68,10.148522756453618,6
0.274,0.55,1.72,0.07613055967578881,7.2,0.99862,3.15,1.0,9.335753553123853,5
0.434,0.19,1.63,0.08489770578962075,16.7,0.99675,3.27,0.47,9.694174573300977,5
0.541,0.06,2.05,0.08161357909181728,12.6,0.99603,3.35,0.56,9.64060430018768,5
0.533,0.13,1.99,0.0741308007561978,20.3,0.99617,3.36,0.56,11.742254523522325,5
0.524,0.22,2.33,0.07297178050803382,23.1,0.99669,3.39,0.58,9.634439235103164,6
0.554,0.19,2.58,0.09115330843322221,24.5,0.99808,3.3,0.48,9.485894003519558,5
0.588,0.0,2.34,0.0754827400031512,15.1,0.99744,3.28,0.51,9.324568041645328,5
0.571,0.25,1.69,0.08807902679544552,20.6,0.99721,3.28,0.62,9.423309833066007,5
0.437,0.35,1.7,0.07134462065856509,6.1,0.99554,3.32,0.52,12.88897379147539,6
0.636,0.03,2.13,0.07858458667369259,13.6,0.99713,3.36,0.62,11.751949230127705,5
0.369,0.38,2.34,0.08731449162128856,4.1,0.99712,3.17,0.57,11.088981976529647,6
0.292,0.05,2.17,0.07894322584426294,11.4,0.99633,3.35,0.57,9.456907717114053,6
0.276,0.6,1.65,0.08640829683146618,7.9,0.99602,3.09,0.61,11.643637348234627,6
0.306,0.52,1.66,0.06496578047024662,6.6,0.99576,3.29,0.72,12.109416687532399,6
0.303,0.65,1.79,0.09720427389153644,4.2,0.99905,3.1,0.56,9.62718531311657,5
0.461,0.51,2.37,0.09222148596109345,6.1,0.99642,3.25,0.51,9.02728613331843,5
0.587,0.0,2.19,0.06523659727540419,13.1,0.99768,3.31,0.66,9.354466667549966,6
0.885,0.07,2.06,0.06767820741044553,13.1,0.99479,3.47,0.58,11.469022626110561,6
0.464,0.54,4.87,0.08907069009247087,5.9,0.99834,3.29,0.84,11.589619961384601,6
0.354,0.6,2.52,0.08248940114406488,23.2,0.99697,3.19,0.65,9.412002629479765,6
0.376,0.13,2.21,0.07829568052944672,6.1,0.99475,3.26,0.48,10.173844004936159,6
0.378,0.57,1.4,0.07335528136244016,8.0,0.99723,3.33,0.64,9.614809285383043,5
0.756,0.05,1.8,0.08375458481905071,10.4,0.99537,3.5,0.56,9.495816532918258,5
0.409,0.58,2.29,0.07443734408961064,5.5,0.99816,3.05,0.81,9.515457945231484,6
0.276,0.23,1.93,0.10299314194487721,6.3,0.9981,3.29,0.69,9.72995138085504,5
0.435,0.14,2.49,0.10674840413208087,7.0,0.99754,3.37,0.54,9.484232861074547,5
0.622,0.02,1.87,0.08361428431079755,9.2,0.99579,3.35,0.58,9.887870030902542,6
0.565,0.11,2.11,0.08996050855230178,33.3,0.99612,3.13,0.47,9.963368841695585,5
0.245,0.03,2.18,0.08074456669046567,12.7,0.99589,3.26,0.6,12.13841385416218,6
0.393,0.04,1.71,0.07028593393370594,15.3,0.99485,3.31,0.61,12.090651891547065,6
0.461,0.48,1.69,0.0639969692206794,6.1,0.99354,3.36,0.59,10.693166704416319,6
0.362,0.25,1.73,0.072945186984819,4.7,0.99584,3.15,0.53,9.671141998775708,6
0.344,0.32,1.78,0.07291519037785205,10.1,0.99582,3.37,0.65,10.94867486200858,6
0.576,0.07,2.47,0.09124400910353322,8.5,0.99604,3.23,0.59,9.783649759376932,5
0.18,0.5,1.4,0.08136904320920871,2.9,0.99725,3.08,0.59,9.81073323909237,6
0.438,0.39,2.18,0.11228214286916172,4.8,0.99631,3.09,0.55,9.419344426556188,6
0.353,0.19,2.17,0.068841248540519,21.7,0.99911,3.17,0.68,9.338037836804457,5
0.704,0.06,2.39,0.07491456223632187,23.3,0.99694,3.08,0.6,9.444139860838932,5
0.345,0.05,1.97,0.08105964775352599,7.8,0.99646,3.35,0.84,11.67551255245272,6
0.462,0.31,2.27,0.13454111619478018,7.4,0.99826,3.05,0.56,9.336678153435244,5
0.904,0.03,1.93,0.08373486213173602,10.7,0.99636,3.44,0.59,9.551081616594402,5
0.429,0.38,2.49,0.07355125986481012,12.6,0.99593,3.29,0.6,11.627825502961151,6
0.497,0.01,1.94,0.09708896182362373,25.5,0.99691,3.24,0.6,9.972989094931968,5
0.698,0.22,1.59,0.08574087383044529,8.8,0.99709,3.17,0.61,8.611592875944662,5
0.424,0.0,1.61,0.07267158067288895,12.8,0.99508,3.44,0.62,11.768249601429215,6
0.352,0.35,1.88,0.07657510792551454,6.6,0.99835,3.15,0.85,10.67599667309144,6
0.851,0.0,1.72,0.07068440917975793,3.9,0.9953,3.26,0.49,9.778216228694566,5
0.295,0.06,1.97,0.052922443908881275,12.8,0.99505,3.46,0.78,11.544924075449604,7
0.719,0.04,2.04,0.08648729316658613,13.4,0.99748,3.16,0.45,10.221778520688702,5
0.272,0.5,2.8,0.09762190547468635,26.6,0.99712,3.03,0.57,9.022924139835306,5
0.337,0.21,2.4,0.07455071732796312,7.9,0.99575,3.26,0.56,11.641141492092101,6
0.45,0.36,2.37,0.08305948771521279,34.2,0.99781,3.2,0.67,9.571794717663439,5
0.381,0.28,2.57,0.09727341186567462,12.8,0.9973,3.34,0.6,12.242678933353169,6
0.614,0.03,2.3,0.07440694831260361,3.3,0.99615,3.37,0.58,11.70342748274786,6
0.29,0.44,2.17,0.07546423813718171,7.5,0.99683,3.26,0.58,12.295644641312688,6
0.365,0.39,2.05,0.08250224068979742,5.2,0.99716,3.22,0.56,10.630963644180866,6
0.482,0.24,2.6,0.08365998115328034,11.8,0.99559,3.31,0.69,9.512385010893821,6
0.452,0.49,2.23,0.11494141322280702,16.4,0.99893,3.21,0.65,9.434731347930985,5
0.545,0.03,2.36,0.07091616814969665,15.6,0.99763,3.25,0.61,9.64215026322508,5
0.419,0.28,1.8,0.08184809480671562,25.0,0.99891,3.08,0.55,9.418383871332155,5
0.628,0.57,2.46,0.10563235137534242,22.3,1.00134,3.18,0.55,9.69062229315831,5
0.229,0.07,1.75,0.07625685505150935,4.2,0.99416,3.54,0.52,10.998189948701036,6
0.307,0.23,1.29,0.07392092067139815,4.0,0.9951,3.26,0.63,10.530227344145304,6
0.768,0.32,1.9,0.07140623912746555,8.1,0.99459,3.11,0.45,11.328271707926675,5
0.499,0.21,2.02,0.07588205221586969,25.9,0.99697,3.23,0.59,9.722519658387405,5
0.284,0.28,2.29,0.07213250537676902,7.9,0.9974,3.36,0.57,11.14772764102228,6
0.436,0.05,2.23,0.11300890655665888,19.2,0.99931,3.27,0.58,9.7308039573994,5
0.737,0.26,2.25,0.08274216529421392,18.7,0.99762,3.32,0.48,9.491931204252916,5
0.371,0.5,2.01,0.08837915033401099,8.3,0.99885,3.2,0.59,8.953901490246082,5
0.242,0.48,2.04,0.08600407109028202,7.8,0.99803,3.2,0.58,9.219190880825963,5
0.63,0.1,2.3,0.07094560532982684,16.5,0.9954,3.35,0.52,12.546288599831978,6
0.558,0.1,1.99,0.08053673322645553,21.9,0.99627,3.3,0.57,9.416341309227485,6
0.349,0.25,2.23,0.08445490421551877,4.3,0.99729,3.16,0.65,9.897526438805157,6
0.514,0.11,2.03,0.06973703435939844,16.2,0.99665,3.49,0.62,9.600799187202629,6
0.616,0.07,2.34,0.09599345343806956,32.8,0.99906,3.26,0.56,9.83204611404952,5
0.385,0.1,2.43,0.11567659921598583,28.6,0.99811,3.06,0.51,10.049769531334894,5
0.635,0.21,1.89,0.09696896205946191,31.6,0.99942,3.06,0.59,9.583481422601983,5
0.386,0.58,2.2,0.10926279040626576,4.8,0.99846,3.3,0.56,9.70776586154177,6
0.419,0.27,1.72,0.0813310642816122,36.0,0.99777,3.29,0.52,9.811185382085478,5
0.403,0.43,1.59,0.07668443946164079,4.2,0.99648,3.13,0.75,9.995167360512053,6
0.541,0.14,2.17,0.10560541071499066,12.2,0.99965,3.24,0.61,9.90882514272055,6
0.458,0.23,2.06,0.09744407736648654,36.7,0.99795,3.1,0.59,9.805055115567141,5
0.442,0.08,1.86,0.06270594531070975,27.6,0.99633,3.33,0.52,9.528416706047878,5
1.04,0.03,1.97,0.0872314135126868,14.4,0.99875,3.48,0.6,9.475795266992991,5
0.386,0.22,2.12,0.08095819738740465,5.0,0.99893,3.28,0.56,9.32370078481008,5
0.529,0.0,1.98,0.06801751879298716,9.0,0.99434,3.53,0.57,12.531443961491874,6
0.284,0.26,1.62,0.08053438084340153,6.4,0.99415,3.35,0.61,13.47109337709513,6
0.725,0.04,1.58,0.07450288967347661,13.8,0.99616,3.36,0.55,9.496373470210022,5
0.745,0.09,2.29,0.07852425604621,30.0,0.9955,3.3,0.47,9.478079643627266,5
0.579,0.07,1.99,0.07236140489693489,12.4,0.99443,3.51,0.62,11.780066107900714,6
0.331,0.21,1.62,0.0951345635872046,6.2,0.9972,3.26,0.56,9.633640747199701,5
0.534,0.1,2.45,0.08945360101195551,6.0,0.9949,3.1,0.54,9.582566000611292,5
0.414,0.17,1.66,0.08512272128549195,12.9,0.99754,3.21,0.52,9.384350466818612,5
0.401,0.26,2.36,0.07054375283046127,7.8,0.99605,3.35,0.59,12.32446061455247,6
0.475,0.04,1.93,0.061571344886783626,10.3,0.99549,3.39,0.59,11.185037371466796,6
0.357,0.27,2.04,0.08128352505169416,19.2,0.99857,3.31,0.57,9.591539743568298,6
0.766,0.16,2.0,0.08387981551712508,4.9,0.99631,3.06,0.53,9.75896824754065,5
0.458,0.05,1.66,0.07133959457592766,19.0,0.99441,3.59,0.61,12.63514087350895,6
0.652,0.07,2.43,0.07903200379551747,16.4,0.99538,3.41,0.61,10.934060783408796,6
0.32,0.24,1.75,0.08120127729102203,13.1,0.99583,3.24,0.61,10.556362104537232,6
0.66,0.09,1.75,0.0769450181444251,6.0,0.99585,3.36,0.57,9.595393332119869,5
0.607,0.06,1.74,0.07349655285953409,5.8,0.99745,3.25,0.52,9.220412682659546,5
0.591,0.16,2.04,0.0670985093380921,24.2,0.99741,3.15,0.49,9.502617165289692,5
0.468,0.64,2.12,0.08369299410004158,5.7,0.99692,3.16,0.59,11.533571494258709,6
0.375,0.49,2.01,0.07668321615023439,6.9,0.99762,3.23,0.59,9.444260566324344,5
0.821,0.02,1.94,0.057948461625086795,8.7,0.99514,3.37,0.49,9.886384776535067,6
0.589,0.0,1.61,0.07372357394309947,5.2,0.99719,3.3,0.55,9.604180656384381,6
0.498,0.22,2.47,0.08076466978420319,31.9,0.9981,3.17,0.52,9.275192921939103,5
0.619,0.17,2.32,0.0793742832675883,33.1,0.99693,3.27,0.5,9.079006660672746,5
0.68,0.21,1.38,0.07462587804347223,6.4,0.99644,3.13,0.62,9.513538234692055,5
0.831,0.08,1.82,0.09449164815346169,8.0,0.99673,3.51,0.54,9.423236776803126,5
0.346,0.5,2.24,0.10925005556405215,5.9,0.99963,3.19,0.62,9.473981401348599,6
0.443,0.18,2.02,0.05555501018779904,7.2,0.99408,3.33,0.56,12.864818282617124,6
0.489,0.17,2.34,0.08545556119778257,21.2,0.99617,3.3,0.52,9.438647026194841,5
0.38,0.0,1.83,0.040325468002107054,6.6,0.99315,3.52,0.48,13.085580342130566,6
0.565,0.19,1.86,0.07397674373369145,11.0,0.99666,3.26,0.46,9.161982398957152,5
0.478,0.71,1.87,0.12430906111289551,6.6,0.99825,3.05,0.89,9.787280892366661,6
0.62,0.08,1.41,0.08258336516271901,28.5,0.99826,3.37,0.59,9.666340642890018,5
0.493,0.35,2.33,0.07862181889771053,2.8,0.99887,3.04,0.51,10.709358864144832,6
0.33,0.6,2.45,0.07957751688372759,6.0,0.99884,3.16,0.87,9.751514783973516,6
0.556,0.04,2.54,0.08382885226534861,14.2,0.99674,3.26,0.52,9.557196037606776,6
0.378,0.43,1.99,0.06372173071518232,4.9,0.99459,3.34,0.61,9.858680995091479,6
0.386,0.34,2.24,0.08008959576637487,3.7,0.99546,3.17,0.6,12.074434926868351,6
0.638,0.16,2.11,0.09321283004297105,31.6,0.99821,3.09,0.56,9.432948562454465,5
0.328,0.44,1.9,0.07253880797379629,14.5,0.997,3.39,0.65,12.007719248373661,6
0.543,0.29,2.55,0.08449307842356774,15.1,1.00108,3.09,0.63,9.350975428716563,5
0.756,0.04,2.26,0.05530376478428849,6.8,0.99488,3.5,0.56,12.138207300145439,5
0.591,0.21,1.92,0.06715082878007478,36.3,0.99706,3.26,0.57,9.492485972931092,5
0.327,0.49,1.45,0.07454244977345696,5.3,0.99744,3.16,0.88,10.92525059756176,6
0.901,0.0,1.69,0.07005360434583886,14.1,0.99561,3.47,0.52,13.308882928464813,6
0.547,0.01,1.75,0.07234665422084559,7.5,0.99372,3.4,0.48,11.400899618156691,6
0.585,0.06,2.03,0.0837865798002535,13.3,0.99502,3.35,0.71,10.956179621518613,6
0.493,0.0,2.21,0.06313049686839411,13.9,0.99584,3.48,0.58,12.729497052875887,6
